"DiseaseMapID","ICD10","Condition"
787,"I6930","Stroke"
788,"I6931","Stroke"
789,"I69310","Stroke"
790,"I69311","Stroke"
791,"I69312","Stroke"
792,"I69313","Stroke"
793,"I69314","Stroke"
794,"I69315","Stroke"
795,"I69318","Stroke"
796,"I69319","Stroke"
797,"I6932","Stroke"
798,"I69320","Stroke"
799,"I69321","Stroke"
800,"I69322","Stroke"
801,"I69323","Stroke"
802,"I69328","Stroke"
803,"I6933","Stroke"
804,"I69331","Stroke"
805,"I69332","Stroke"
806,"I69333","Stroke"
807,"I69334","Stroke"
808,"I69339","Stroke"
809,"I6934","Stroke"
810,"I69341","Stroke"
811,"I69342","Stroke"
812,"I69343","Stroke"
813,"I69344","Stroke"
814,"I69349","Stroke"
815,"I6935","Stroke"
816,"I69351","Stroke"
817,"I69352","Stroke"
818,"I69353","Stroke"
819,"I69354","Stroke"
820,"I69359","Stroke"
821,"I6936","Stroke"
822,"I69361","Stroke"
823,"I69362","Stroke"
824,"I69363","Stroke"
825,"I69364","Stroke"
826,"I69365","Stroke"
827,"I69369","Stroke"
828,"I6939","Stroke"
829,"I69390","Stroke"
830,"I69391","Stroke"
831,"I69392","Stroke"
832,"I69393","Stroke"
833,"I69398","Stroke"
834,"I698","Stroke"
835,"I6980","Stroke"
836,"I6981","Stroke"
837,"I69810","Stroke"
838,"I69811","Stroke"
839,"I69812","Stroke"
840,"I69813","Stroke"
841,"I69814","Stroke"
842,"I69815","Stroke"
843,"I69818","Stroke"
844,"I69819","Stroke"
845,"I6982","Stroke"
846,"I69820","Stroke"
847,"I69821","Stroke"
848,"I69822","Stroke"
849,"I69823","Stroke"
850,"I69828","Stroke"
851,"I6983","Stroke"
852,"I69831","Stroke"
853,"I69832","Stroke"
854,"I69833","Stroke"
855,"I69834","Stroke"
856,"I69839","Stroke"
857,"I6984","Stroke"
858,"I69841","Stroke"
859,"I69842","Stroke"
860,"I69843","Stroke"
861,"I69844","Stroke"
862,"I69849","Stroke"
863,"I6985","Stroke"
864,"I69851","Stroke"
865,"I69852","Stroke"
866,"I69853","Stroke"
867,"I69854","Stroke"
868,"I69859","Stroke"
869,"I6986","Stroke"
870,"I69861","Stroke"
871,"I69862","Stroke"
872,"I69863","Stroke"
873,"I69864","Stroke"
874,"I69865","Stroke"
875,"I69869","Stroke"
876,"I6989","Stroke"
877,"I69890","Stroke"
878,"I69891","Stroke"
879,"I69892","Stroke"
880,"I69893","Stroke"
881,"I69898","Stroke"
882,"I699","Stroke"
883,"I6990","Stroke"
884,"I6991","Stroke"
885,"I69910","Stroke"
886,"I69911","Stroke"
887,"I69912","Stroke"
888,"I69913","Stroke"
889,"I69914","Stroke"
890,"I69915","Stroke"
891,"I69918","Stroke"
892,"I69919","Stroke"
893,"I6992","Stroke"
894,"I69920","Stroke"
895,"I69921","Stroke"
896,"I69922","Stroke"
897,"I69923","Stroke"
898,"I69928","Stroke"
899,"I6993","Stroke"
900,"I69931","Stroke"
901,"I69932","Stroke"
902,"I69933","Stroke"
903,"I69934","Stroke"
904,"I69939","Stroke"
905,"I6994","Stroke"
906,"I69941","Stroke"
907,"I69942","Stroke"
908,"I69943","Stroke"
909,"I69944","Stroke"
910,"I69949","Stroke"
911,"I6995","Stroke"
912,"I69951","Stroke"
913,"I69952","Stroke"
914,"I69953","Stroke"
915,"I69954","Stroke"
916,"I69959","Stroke"
917,"I6996","Stroke"
918,"I69961","Stroke"
919,"I69962","Stroke"
920,"I69963","Stroke"
921,"I69964","Stroke"
922,"I69965","Stroke"
923,"I69969","Stroke"
924,"I6999","Stroke"
925,"I69990","Stroke"
926,"I69991","Stroke"
927,"I69992","Stroke"
928,"I69993","Stroke"
929,"I69998","Stroke"
