 ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
 33/5,0.000,0.000,0.001,0.000,pyparsing.py:3617(streamline)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3651(setResultsName)
 121/59,0.000,0.000,0.003,0.000,pyparsing.py:3661(copy)
 121/59,0.000,0.000,0.002,0.000,pyparsing.py:3663(<listcomp>)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3666(And)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3684(_ErrorStop)
 67,0.000,0.000,0.001,0.000,pyparsing.py:3690(__init__)
 158,0.000,0.000,0.000,0.000,pyparsing.py:3692(<genexpr>)
 24/4,0.000,0.000,0.001,0.000,pyparsing.py:3697(streamline)
 66,0.000,0.000,0.000,0.000,pyparsing.py:3699(<genexpr>)
 39/7,0.000,0.000,0.002,0.000,pyparsing.py:3702(parseImpl)
 34/26,0.000,0.000,0.000,0.000,pyparsing.py:3739(__str__)
 86,0.000,0.000,0.000,0.000,pyparsing.py:3744(<genexpr>)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3749(Or)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3836(MatchFirst)
 1,0.000,0.000,0.000,0.000,pyparsing.py:385(ParseFatalException)
 16,0.000,0.000,0.000,0.000,pyparsing.py:3853(__init__)
 44,0.000,0.000,0.000,0.000,pyparsing.py:3856(<genexpr>)
 9/3,0.000,0.000,0.000,0.000,pyparsing.py:3861(streamline)
 33,0.000,0.000,0.000,0.000,pyparsing.py:3863(<genexpr>)
 22/10,0.000,0.000,0.001,0.000,pyparsing.py:3866(parseImpl)
 16,0.000,0.000,0.000,0.000,pyparsing.py:3895(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:390(ParseSyntaxException)
 44,0.000,0.000,0.000,0.000,pyparsing.py:3900(<genexpr>)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3910(Each)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4043(ParseElementEnhance)
 66,0.000,0.000,0.001,0.000,pyparsing.py:4047(__init__)
 18/4,0.000,0.000,0.001,0.000,pyparsing.py:4065(parseImpl)
 33/10,0.000,0.000,0.004,0.000,pyparsing.py:4071(leaveWhitespace)
 23/7,0.000,0.000,0.000,0.000,pyparsing.py:4090(streamline)
 13,0.000,0.000,0.000,0.000,pyparsing.py:4109(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:411(RecursiveGrammarException)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4120(FollowedBy)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4152(PrecededBy)
 1,0.000,0.000,0.000,0.000,pyparsing.py:421(_ParseResultsWithOffset)
 4,0.000,0.000,0.000,0.000,pyparsing.py:422(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4227(NotAny)
 16,0.000,0.000,0.000,0.000,pyparsing.py:424(__getitem__)
 4,0.000,0.000,0.000,0.000,pyparsing.py:4250(__init__)
 9,0.000,0.000,0.000,0.000,pyparsing.py:4262(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4271(_MultipleMatch)
 10,0.000,0.000,0.000,0.000,pyparsing.py:4272(__init__)
 12,0.000,0.000,0.002,0.000,pyparsing.py:4280(parseImpl)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4309(OneOrMore)
 1,0.000,0.000,0.000,0.000,pyparsing.py:431(ParseResults)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4335(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4344(ZeroOrMore)
 7,0.000,0.000,0.000,0.000,pyparsing.py:4355(__init__)
 10,0.000,0.000,0.000,0.000,pyparsing.py:4359(parseImpl)
 5,0.000,0.000,0.000,0.000,pyparsing.py:4365(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4374(_NullToken)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4382(Optional)
 25,0.000,0.000,0.000,0.000,pyparsing.py:4419(__init__)
 12,0.000,0.000,0.000,0.000,pyparsing.py:4425(parseImpl)
 15,0.000,0.000,0.000,0.000,pyparsing.py:4439(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4448(SkipTo)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4566(Forward)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4655(_ForwardNoRecurse)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4659(TokenConverter)
 27,0.000,0.000,0.000,0.000,pyparsing.py:4663(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4667(Combine)
 10,0.000,0.000,0.004,0.000,pyparsing.py:4685(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4712(Group)
 3,0.000,0.000,0.000,0.000,pyparsing.py:4727(__init__)
 6,0.000,0.000,0.000,0.000,pyparsing.py:4731(postParse)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4734(Dict)
 157,0.000,0.000,0.000,0.000,pyparsing.py:474(__new__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4773(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4802(Suppress)
 4,0.000,0.000,0.000,0.000,pyparsing.py:4824(postParse)
 157/155,0.000,0.000,0.000,0.000,pyparsing.py:483(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:4831(OnlyOnce)
 2,0.000,0.000,0.000,0.000,pyparsing.py:4894(delimitedList)
 11,0.000,0.000,0.000,0.000,pyparsing.py:5019(_escapeRegexRangeChars)
 37,0.000,0.000,0.000,0.000,pyparsing.py:522(__getitem__)
 12,0.000,0.000,0.000,0.000,pyparsing.py:5231(<lambda>)
 2,0.000,0.000,0.003,0.002,pyparsing.py:5237(srange)
 97,0.000,0.000,0.000,0.000,pyparsing.py:5263(<genexpr>)
 6,0.000,0.000,0.000,0.000,pyparsing.py:5263(<lambda>)
 8,0.000,0.000,0.000,0.000,pyparsing.py:5265(<genexpr>)
 7,0.000,0.000,0.000,0.000,pyparsing.py:5308(tokenMap)
 4,0.000,0.000,0.000,0.000,pyparsing.py:531(__setitem__)
 1,0.000,0.000,0.002,0.002,pyparsing.py:5364(_makeTags)
 94,0.000,0.000,0.000,0.000,pyparsing.py:5379(<genexpr>)
 1,0.000,0.000,0.002,0.002,pyparsing.py:5393(makeHTMLTags)
 2,0.000,0.000,0.000,0.000,pyparsing.py:568(__len__)
 40,0.000,0.000,0.000,0.000,pyparsing.py:569(__bool__)
 7,0.000,0.000,0.000,0.000,pyparsing.py:571(__iter__)
 1,0.000,0.000,0.010,0.010,pyparsing.py:5932(pyparsing_common)
 26,0.000,0.000,0.000,0.000,pyparsing.py:617(haskeys)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6225(_lazyclassproperty)
 4,0.000,0.000,0.000,0.000,pyparsing.py:6226(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6242(unicode_set)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6289(pyparsing_unicode)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6295(Latin1)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6299(LatinA)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6303(LatinB)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6307(Greek)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6315(Cyrillic)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6319(Chinese)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6323(Japanese)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6327(Kanji)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6331(Hiragana)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6335(Katakana)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6339(Korean)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6343(CJK)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6347(Thai)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6351(Arabic)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6355(Hebrew)
 1,0.000,0.000,0.000,0.000,pyparsing.py:6359(Devanagari)
 2,0.000,0.000,0.000,0.000,pyparsing.py:762(__getattr__)
 14,0.000,0.000,0.000,0.000,pyparsing.py:781(__iadd__)
 2,0.000,0.000,0.000,0.000,pyparsing.py:784(<lambda>)
 2,0.000,0.000,0.000,0.000,pyparsing.py:786(<listcomp>)
 1,0.000,0.000,0.022,0.022,pyparsing.py:94(<module>)
 1,0.000,0.000,0.004,0.004,pytables.py:1(<module>)
 1,0.000,0.000,0.000,0.000,pytables.py:112(PossibleDataLossError)
 1,0.000,0.000,0.000,0.000,pytables.py:116(ClosedFileError)
 1,0.000,0.000,0.000,0.000,pytables.py:120(IncompatibilityWarning)
 1,0.000,0.000,0.000,0.000,pytables.py:131(AttributeConflictWarning)
 1,0.000,0.000,0.000,0.000,pytables.py:141(DuplicateWarning)
 1,0.000,0.000,0.000,0.000,pytables.py:1426(TableIterator)
 1,0.000,0.000,0.000,0.000,pytables.py:1523(IndexCol)
 3,0.000,0.000,0.000,0.000,pytables.py:1541(__init__)
 3,0.000,0.000,0.000,0.000,pytables.py:1565(set_name)
 3,0.000,0.000,0.000,0.000,pytables.py:1580(set_pos)
 1,0.000,0.000,0.000,0.000,pytables.py:1813(GenericIndexCol)
 1,0.000,0.000,0.000,0.000,pytables.py:1834(DataCol)
 1,0.000,0.000,0.000,0.000,pytables.py:1873(__init__)
 1,0.000,0.000,0.000,0.000,pytables.py:1902(set_data)
 1,0.000,0.000,0.000,0.000,pytables.py:1917(set_metadata)
 1,0.000,0.000,0.000,0.000,pytables.py:2260(DataIndexableCol)
 1,0.000,0.000,0.000,0.000,pytables.py:2282(GenericDataIndexableCol)
 1,0.000,0.000,0.000,0.000,pytables.py:229(FilterBinOp)
 1,0.000,0.000,0.000,0.000,pytables.py:2290(Fixed)
 1,0.000,0.000,0.000,0.000,pytables.py:23(Scope)
 1,0.000,0.000,0.000,0.000,pytables.py:2459(GenericFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2463(<dictcomp>)
 1,0.000,0.000,0.000,0.000,pytables.py:2817(LegacyFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2827(LegacySeriesFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2836(LegacyFrameFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2846(SeriesFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2870(SparseFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2883(SparseSeriesFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:2907(SparseFrameFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:292(JointFilterBinOp)
 1,0.000,0.000,0.000,0.000,pytables.py:2940(BlockManagerFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:301(ConditionBinOp)
 1,0.000,0.000,0.000,0.000,pytables.py:3026(FrameFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:3031(PanelFixed)
 1,0.000,0.000,0.000,0.000,pytables.py:3041(Table)
 1,0.000,0.000,0.000,0.000,pytables.py:33(Term)
 1,0.000,0.000,0.000,0.000,pytables.py:349(JointConditionBinOp)
 1,0.000,0.000,0.000,0.000,pytables.py:358(UnaryOp)
 1,0.000,0.000,0.000,0.000,pytables.py:382(ExprVisitor)
 1,0.000,0.000,0.000,0.000,pytables.py:3855(WORMTable)
 1,0.000,0.000,0.000,0.000,pytables.py:3876(LegacyTable)
 1,0.000,0.000,0.000,0.000,pytables.py:3983(LegacyFrameTable)
 1,0.000,0.000,0.000,0.000,pytables.py:3994(LegacyPanelTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4001(AppendableTable)
 1,0.000,0.000,0.000,0.000,pytables.py:414(HDFStore)
 1,0.000,0.000,0.000,0.000,pytables.py:4234(AppendableFrameTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4301(AppendableSeriesTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4344(AppendableMultiSeriesTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4359(GenericTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4408(AppendableMultiFrameTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4445(AppendablePanelTable)
 1,0.000,0.000,0.000,0.000,pytables.py:4762(Selection)
 1,0.000,0.000,0.000,0.000,pytables.py:485(Expr)
 1,0.000,0.000,0.006,0.006,pytables.py:5(<module>)
 1,0.000,0.000,0.000,0.000,pytables.py:574(TermValue)
 1,0.000,0.000,0.000,0.000,pytables.py:62(Constant)
 1,0.000,0.000,0.000,0.000,pytables.py:72(BinOp)
 1,0.000,0.000,0.000,0.000,pytesttester.py:29(<module>)
 1,0.000,0.000,0.000,0.000,pytesttester.py:47(PytestTester)
 10,0.000,0.000,0.000,0.000,pytesttester.py:72(__init__)
 1,0.000,0.000,0.000,0.000,queue.py:19(<module>)
 1,0.000,0.000,0.000,0.000,queue.py:30(Empty)
 1,0.000,0.000,0.000,0.000,queue.py:36(Full)
 1,0.000,0.000,0.000,0.000,queue.py:42(Queue)
 1,0.000,0.000,0.000,0.000,quopri.py:3(<module>)
 1,0.000,0.000,0.000,0.000,quoprimime.py:27(<module>)
 1,0.000,0.000,0.000,0.000,quoprimime.py:55(<listcomp>)
 88,0.000,0.000,0.000,0.000,random.py:223(_randbelow)
 88,0.000,0.000,0.000,0.000,random.py:255(choice)
 1,0.000,0.000,0.009,0.009,random.py:38(<module>)
 1,0.000,0.000,0.000,0.000,random.py:668(SystemRandom)
 1,0.000,0.000,0.000,0.000,random.py:71(Random)
 3,0.000,0.000,0.000,0.000,random.py:87(__init__)
 3,0.000,0.000,0.000,0.000,random.py:96(seed)
 1,0.000,0.000,0.000,0.000,range.py:1(<module>)
 46,0.000,0.000,0.000,0.000,range.py:136(_simple_new)
 45,0.000,0.000,0.000,0.000,range.py:165(_validate_dtype)
 5,0.000,0.000,0.000,0.000,range.py:176(_data)
 5,0.000,0.000,0.000,0.000,range.py:180(_int64index)
 1,0.000,0.000,0.000,0.000,range.py:184(_get_data_as_items)
 24,0.000,0.000,0.000,0.000,range.py:248(dtype)
 15,0.000,0.000,0.000,0.000,range.py:252(is_unique)
 1,0.000,0.000,0.000,0.000,range.py:27(RangeIndex)
 6,0.000,0.000,0.001,0.000,range.py:272(_shallow_copy)
 6,0.000,0.000,0.000,0.000,range.py:330(equals)
 303,0.000,0.000,0.001,0.000,range.py:510(__len__)
 3,0.000,0.000,0.000,0.000,range.py:520(__getitem__)
 1,0.000,0.000,0.000,0.000,range.py:611(_add_numeric_methods_binary)
 8,0.000,0.000,0.000,0.000,range.py:615(_make_evaluate_binop)
 45,0.000,0.000,0.001,0.000,range.py:69(__new__)
 90,0.000,0.000,0.000,0.000,range.py:89(ensure_int)
 3,0.000,0.000,0.000,0.000,rcsetup.py:103(validate_any)
 3,0.000,0.000,0.000,0.000,rcsetup.py:108(validate_path_exists)
 214,0.001,0.000,0.001,0.000,rcsetup.py:118(validate_bool)
 135,0.000,0.000,0.000,0.000,rcsetup.py:144(validate_float)
 1,0.000,0.000,0.033,0.033,rcsetup.py:15(<module>)
 3,0.000,0.000,0.000,0.000,rcsetup.py:153(validate_float_or_None)
 3,0.000,0.000,0.000,0.000,rcsetup.py:168(validate_string_or_None)
 3,0.000,0.000,0.000,0.000,rcsetup.py:178(validate_axisbelow)
 3,0.000,0.000,0.000,0.000,rcsetup.py:190(validate_dpi)
 48,0.000,0.000,0.000,0.000,rcsetup.py:201(validate_int)
 3,0.000,0.000,0.000,0.000,rcsetup.py:209(validate_int_or_None)
 6,0.000,0.000,0.000,0.000,rcsetup.py:221(validate_fonttype)
 3,0.000,0.000,0.000,0.000,rcsetup.py:249(validate_backend)
 3,0.000,0.000,0.000,0.000,rcsetup.py:256(validate_qt4)
 3,0.000,0.000,0.000,0.000,rcsetup.py:262(validate_qt5)
 3,0.000,0.000,0.000,0.000,rcsetup.py:268(validate_toolbar)
 1,0.000,0.000,0.000,0.000,rcsetup.py:283(validate_nseq_float)
 8,0.000,0.000,0.000,0.000,rcsetup.py:284(__init__)
 15,0.000,0.000,0.000,0.000,rcsetup.py:288(__call__)
 12,0.000,0.000,0.000,0.000,rcsetup.py:300(<listcomp>)
 1,0.000,0.000,0.000,0.000,rcsetup.py:308(validate_nseq_int)
 1,0.000,0.000,0.000,0.000,rcsetup.py:309(__init__)
 3,0.000,0.000,0.000,0.000,rcsetup.py:312(__call__)
 3,0.000,0.000,0.000,0.000,rcsetup.py:324(<listcomp>)
 6,0.000,0.000,0.000,0.000,rcsetup.py:329(validate_color_or_inherit)
 9,0.000,0.000,0.000,0.000,rcsetup.py:336(validate_color_or_auto)
 30,0.000,0.000,0.000,0.000,rcsetup.py:342(validate_color_for_prop_cycle)
 108,0.000,0.000,0.001,0.000,rcsetup.py:358(validate_color)
 87,0.000,0.000,0.000,0.000,rcsetup.py:399(validate_string)
 3,0.000,0.000,0.000,0.000,rcsetup.py:413(validate_aspect)
 3,0.000,0.000,0.000,0.000,rcsetup.py:422(validate_fontsize_None)
 18,0.000,0.000,0.000,0.000,rcsetup.py:429(validate_fontsize)
 18,0.000,0.000,0.001,0.000,rcsetup.py:446(validate_font_properties)
 1,0.000,0.000,0.000,0.000,rcsetup.py:46(ValidateInStrings)
 3,0.000,0.000,0.000,0.000,rcsetup.py:468(validate_whiskers)
 23,0.000,0.000,0.000,0.000,rcsetup.py:47(__init__)
 3,0.000,0.000,0.000,0.000,rcsetup.py:484(update_savefig_format)
 4,0.000,0.000,0.000,0.000,rcsetup.py:501(validate_ps_distiller)
 148,0.000,0.000,0.000,0.000,rcsetup.py:52(func)
 23,0.000,0.000,0.000,0.000,rcsetup.py:57(<dictcomp>)
 90,0.000,0.000,0.000,0.000,rcsetup.py:59(__call__)
 3,0.000,0.000,0.000,0.000,rcsetup.py:596(validate_svg_fonttype)
 3,0.000,0.000,0.000,0.000,rcsetup.py:607(validate_hinting)
 3,0.000,0.000,0.000,0.000,rcsetup.py:631(validate_bbox)
 3,0.000,0.000,0.000,0.000,rcsetup.py:644(validate_sketch)
 1,0.000,0.000,0.000,0.000,rcsetup.py:657(ValidateInterval)
 11,0.000,0.000,0.000,0.000,rcsetup.py:661(__init__)
 33,0.000,0.000,0.000,0.000,rcsetup.py:667(__call__)
 12,0.000,0.000,0.000,0.000,rcsetup.py:68(_listify_validator)
 87,0.000,0.000,0.001,0.000,rcsetup.py:69(f)
 3,0.000,0.000,0.001,0.000,rcsetup.py:825(validate_cycler)
 3,0.000,0.000,0.000,0.000,rcsetup.py:890(validate_hist_bins)
 87,0.000,0.000,0.001,0.000,rcsetup.py:90(<listcomp>)
 9,0.000,0.000,0.000,0.000,rcsetup.py:906(validate_animation_writer_path)
 3,0.000,0.000,0.000,0.000,rcsetup.py:921(validate_webagg_address)
 27,0.000,0.000,0.000,0.000,rcsetup.py:939(_validate_linestyle)
 519,0.000,0.000,0.002,0.000,re.py:169(match)
 14563,0.005,0.000,0.018,0.000,re.py:179(search)
 19792,0.011,0.000,0.044,0.000,re.py:184(sub)
 4,0.000,0.000,0.000,0.000,re.py:204(split)
 159,0.000,0.000,0.049,0.000,re.py:231(compile)
 642,0.001,0.000,0.001,0.000,re.py:249(escape)
 35037,0.015,0.000,0.064,0.000,re.py:286(_compile)
 4,0.000,0.000,0.000,0.000,re.py:314(_compile_repl)
 4865,0.004,0.000,0.004,0.000,re.py:324(_subx)
 1,0.000,0.000,0.000,0.000,records.py:217(record)
 1,0.000,0.000,0.000,0.000,records.py:304(recarray)
 1,0.000,0.000,0.000,0.000,records.py:36(<module>)
 1,0.000,0.000,0.000,0.000,records.py:85(format_parser)
 1,0.000,0.000,0.000,0.000,reduce.py:1(<module>)
 1,0.000,0.000,0.001,0.001,reflection.py:26(<module>)
 1,0.000,0.000,0.000,0.000,reflection.py:60(Inspector)
 1,0.000,0.000,0.000,0.000,registry.py:141(_EventKey)
 2,0.000,0.000,0.000,0.000,registry.py:154(__init__)
 1,0.000,0.000,0.000,0.000,registry.py:16(<module>)
 2,0.000,0.000,0.000,0.000,registry.py:165(_key)
 2,0.000,0.000,0.000,0.000,registry.py:169(with_wrapper)
 2,0.000,0.000,0.000,0.000,registry.py:193(listen)
 2,0.000,0.000,0.000,0.000,registry.py:237(base_listen)
 8,0.000,0.000,0.000,0.000,registry.py:254(_listen_fn)
 2,0.000,0.000,0.000,0.000,registry.py:67(_stored_in_collection)
 7,0.000,0.000,0.000,0.000,relationships.py:100(_write_relationship)
 1,0.000,0.000,0.000,0.000,relationships.py:17(Relationships)
 2,0.000,0.000,0.000,0.000,relationships.py:30(__init__)
 2,0.000,0.000,0.000,0.000,relationships.py:47(_assemble_xml_file)
 6,0.000,0.000,0.000,0.000,relationships.py:58(_add_document_relationship)
 1,0.000,0.000,0.000,0.000,relationships.py:64(_add_package_relationship)
 2,0.000,0.000,0.000,0.000,relationships.py:89(_write_relationships)
 1,0.000,0.000,0.000,0.000,relationships.py:9(<module>)
 8,0.000,0.000,0.000,0.000,relativedelta.py:13(<genexpr>)
 1,0.000,0.000,0.000,0.000,relativedelta.py:18(relativedelta)
 1,0.000,0.000,0.000,0.000,relativedelta.py:2(<module>)
 1,0.000,0.000,0.000,0.000,request.py:1021(HTTPBasicAuthHandler)
 1,0.000,0.000,0.000,0.000,request.py:1032(ProxyBasicAuthHandler)
 1,0.000,0.000,0.000,0.000,request.py:1051(AbstractDigestAuthHandler)
 1,0.000,0.000,0.000,0.000,request.py:1195(HTTPDigestAuthHandler)
 1,0.000,0.000,0.000,0.000,request.py:1213(ProxyDigestAuthHandler)
 1,0.000,0.000,0.000,0.000,request.py:1225(AbstractHTTPHandler)
 1,0.000,0.000,0.000,0.000,request.py:1343(HTTPHandler)
 1,0.000,0.000,0.000,0.000,request.py:1352(HTTPSHandler)
 1,0.000,0.000,0.000,0.000,request.py:1367(HTTPCookieProcessor)
 1,0.000,0.000,0.000,0.000,request.py:1385(UnknownHandler)
 1,0.000,0.000,0.000,0.000,request.py:1443(FileHandler)
 1,0.000,0.000,0.000,0.000,request.py:1500(FTPHandler)
 1,0.000,0.000,0.000,0.000,request.py:1558(CacheFTPHandler)
 1,0.000,0.000,0.000,0.000,request.py:1611(DataHandler)
 1,0.000,0.000,0.000,0.000,request.py:1664(URLopener)
 1,0.000,0.000,0.000,0.000,request.py:2110(FancyURLopener)
 1,0.000,0.000,0.000,0.000,request.py:2363(ftpwrapper)
 1,0.000,0.000,0.000,0.000,request.py:324(Request)
 1,0.000,0.000,0.000,0.000,request.py:434(OpenerDirector)
 1,0.000,0.000,0.000,0.000,request.py:612(BaseHandler)
 1,0.000,0.000,0.000,0.000,request.py:631(HTTPErrorProcessor)
 1,0.000,0.000,0.000,0.000,request.py:648(HTTPDefaultErrorHandler)
 1,0.000,0.000,0.000,0.000,request.py:652(HTTPRedirectHandler)
 1,0.000,0.000,0.002,0.002,request.py:68(<module>)
 1,0.000,0.000,0.000,0.000,request.py:794(ProxyHandler)
 1,0.000,0.000,0.000,0.000,request.py:836(HTTPPasswordMgr)
 1,0.000,0.000,0.000,0.000,request.py:900(HTTPPasswordMgrWithDefaultRealm)
 1,0.000,0.000,0.000,0.000,request.py:910(HTTPPasswordMgrWithPriorAuth)
 1,0.000,0.000,0.001,0.001,request.py:941(AbstractBasicAuthHandler)
 1,0.000,0.000,0.001,0.001,reshape.py:3(<module>)
 1,0.000,0.000,0.000,0.000,reshape.py:31(_Unstacker)
 1,0.000,0.000,0.000,0.000,response.py:14(addbase)
 1,0.000,0.000,0.000,0.000,response.py:37(addclosehook)
 1,0.000,0.000,0.000,0.000,response.py:57(addinfo)
 1,0.000,0.000,0.000,0.000,response.py:68(addinfourl)
 1,0.000,0.000,0.000,0.000,response.py:7(<module>)
 1,0.000,0.000,0.009,0.009,result.py:1(<module>)
 1,0.000,0.000,0.000,0.000,result.py:117(RowProxy)
 3,0.000,0.000,0.000,0.000,result.py:12(failfast)
 1,0.000,0.000,0.000,0.000,result.py:1322(BufferedRowResultProxy)
 1,0.000,0.000,0.000,0.000,result.py:1416(FullyBufferedResultProxy)
 1,0.000,0.000,0.000,0.000,result.py:1461(BufferedColumnRow)
 1,0.000,0.000,0.000,0.000,result.py:1477(BufferedColumnResultProxy)
 1,0.000,0.000,0.000,0.000,result.py:201(ResultMetaData)
 1,0.000,0.000,0.000,0.000,result.py:24(TestResult)
 1,0.000,0.000,0.000,0.000,result.py:686(ResultProxy)
 1,0.000,0.000,0.001,0.001,result.py:9(<module>)
 1,0.000,0.000,0.000,0.000,rrule.py:1111(_iterinfo)
 1,0.000,0.000,0.000,0.000,rrule.py:1306(rruleset)
 1,0.000,0.000,0.000,0.000,rrule.py:1314(_genitem)
 1,0.000,0.000,0.000,0.000,rrule.py:1417(_rrulestr)
 1,0.000,0.000,0.000,0.000,rrule.py:304(rrule)
 1,0.000,0.000,0.000,0.000,rrule.py:66(weekday)
 1,0.000,0.000,0.000,0.000,rrule.py:7(<module>)
 7,0.000,0.000,0.000,0.000,rrule.py:70(__init__)
 8,0.000,0.000,0.000,0.000,rrule.py:77(<genexpr>)
 4,0.000,0.000,0.000,0.000,rrule.py:80(_invalidates_cache)
 1,0.000,0.000,0.000,0.000,rrule.py:93(rrulebase)
 1,0.000,0.000,0.003,0.003,runner.py:1(<module>)
 1,0.000,0.000,0.000,0.000,runner.py:120(TextTestRunner)
 1,0.000,0.000,0.000,0.000,runner.py:13(_WritelnDecorator)
 1,0.000,0.000,0.000,0.000,runner.py:29(TextTestResult)
 1,0.000,0.000,0.000,0.000,sasreader.py:3(<module>)
 1,0.000,0.000,0.002,0.002,scanner.py:2(<module>)
 1,0.000,0.000,0.073,0.073,schema.py:10(<module>)
 1,0.000,0.000,0.000,0.000,schema.py:152(Table)
 1,0.000,0.000,0.000,0.000,schema.py:1585(ForeignKey)
 1,0.000,0.000,0.000,0.000,schema.py:2069(_NotAColumnExpr)
 1,0.000,0.000,0.000,0.000,schema.py:2080(DefaultGenerator)
 1,0.000,0.000,0.000,0.000,schema.py:2116(ColumnDefault)
 1,0.000,0.000,0.000,0.000,schema.py:2235(Sequence)
 1,0.000,0.000,0.000,0.000,schema.py:2493(FetchedValue)
 1,0.000,0.000,0.000,0.000,schema.py:2545(DefaultClause)
 1,0.000,0.000,0.000,0.000,schema.py:2581(PassiveDefault)
 1,0.000,0.000,0.000,0.000,schema.py:2601(Constraint)
 1,0.000,0.000,0.000,0.000,schema.py:2705(ColumnCollectionMixin)
 1,0.000,0.000,0.000,0.000,schema.py:2801(ColumnCollectionConstraint)
 1,0.000,0.000,0.000,0.000,schema.py:2874(CheckConstraint)
 1,0.000,0.000,0.000,0.000,schema.py:2966(ForeignKeyConstraint)
 1,0.000,0.000,0.008,0.008,schema.py:30(<module>)
 1,0.000,0.000,0.000,0.000,schema.py:3251(PrimaryKeyConstraint)
 1,0.000,0.000,0.000,0.000,schema.py:3463(UniqueConstraint)
 1,0.000,0.000,0.000,0.000,schema.py:3475(Index)
 1,0.000,0.000,0.000,0.000,schema.py:3686(MetaData)
 1,0.000,0.000,0.000,0.000,schema.py:4230(ThreadLocalMetaData)
 1,0.000,0.000,0.000,0.000,schema.py:4297(_SchemaTranslateMap)
 1,0.000,0.000,0.000,0.000,schema.py:4315(__init__)
 4,0.000,0.000,0.000,0.000,schema.py:4336(_schema_getter)
 1,0.000,0.000,0.000,0.000,schema.py:94(SchemaItem)
 1,0.000,0.000,0.000,0.000,schema.py:971(Column)
 1,0.000,0.000,0.000,0.000,scimath.py:17(<module>)
 1,0.000,0.000,0.000,0.000,scipy_sparse.py:5(<module>)
 1,0.000,0.000,0.000,0.000,scope.py:3(<module>)
 1,0.000,0.000,0.000,0.000,scope.py:80(Scope)
